packet_size,inter_arrival_time,src_port,dst_port,packet_count_5s,spectral_entropy,frequency_band_energy,label,protocol_type_TCP,protocol_type_UDP,src_ip_192.168.1.2,src_ip_192.168.1.3,dst_ip_192.168.1.5,dst_ip_192.168.1.6,tcp_flags_FIN,tcp_flags_SYN,tcp_flags_SYN-ACK,suspicious_src_port
0.4051539012168933,0.620362331667024,62569,443,0.8571428571428571,0.8340663956566345,0.5348906847626227,0.0,0,1,1,0,0,0,0,0,0,0
0.5275590551181102,0.7412876526349436,59382,443,0.7857142857142857,0.1471958101503094,0.990756601983374,0.0,0,1,0,0,0,1,0,1,0,0
0.2261989978525411,0.485115935794268,65484,80,0.2857142857142857,0.8551924392708292,0.0317811293023628,0.0,0,1,0,0,1,0,0,0,0,0
0.5733715103793844,0.4509652837839836,51707,53,0.1428571428571429,0.1532200747128422,0.1699580083824291,0.0,0,0,0,1,0,0,0,0,0,0
0.651395848246242,0.8887398441895347,26915,53,0.7142857142857143,0.923915598757981,0.5520532009424409,0.0,1,0,0,1,0,0,0,1,0,0
0.5683607730851825,0.207250279401885,2619,53,0.9285714285714284,0.113374691367702,0.582345905282907,0.0,1,0,1,0,0,0,0,0,0,0
0.5719398711524696,0.3639081792853329,14582,53,0.7142857142857143,0.8744573929115154,0.7605478943211209,0.0,0,0,1,0,0,0,0,1,0,0
0.1732283464566929,0.0753350090678578,5724,443,0.4285714285714286,0.5417473564287594,0.1750546539881762,0.0,0,0,1,0,1,0,0,0,1,0
0.9677881173944164,0.4934608409619139,28474,443,0.0714285714285714,0.3306550432576598,0.0239060865817436,0.0,0,0,0,0,0,0,1,0,0,0
0.364352183249821,0.434361652894239,22620,443,0.5714285714285714,0.0567887132502287,0.1722458877063803,0.0,0,1,0,1,0,1,0,0,0,0
0.9813886900501074,0.2687450469351399,55001,53,0.7142857142857143,0.8857907806182999,0.1171282692469382,0.0,0,1,1,0,0,1,0,1,0,0
0.0536864710093056,0.6994217640528572,59244,443,0.5,0.0183928937908319,0.3213474182573579,0.0,0,1,0,1,0,1,1,0,0,0
0.541159627773801,0.1801889513191832,19720,53,0.2142857142857143,0.2357173684387277,0.3425213396714127,0.0,1,0,1,0,0,1,0,1,0,0
0.982820329277022,0.1320373316139454,44626,80,0.0714285714285714,0.4690880872157814,0.8501368359779684,0.0,0,1,0,1,0,0,0,0,1,0
0.9090909090909092,0.9004403016272488,58876,53,0.5714285714285714,0.7953962272989408,0.6921294359447977,0.0,0,0,1,0,1,0,0,0,1,0
0.6879026485325698,0.6128666902295223,6787,443,0.3571428571428571,0.8316886700763817,0.968626035546769,0.0,0,0,0,0,0,1,0,1,0,0
0.9355762347888332,0.3127254887164758,4734,80,1.0,0.8037446553795675,0.364618882015735,0.0,0,0,1,0,0,0,0,0,0,0
0.6349319971367215,0.818244213991487,59615,53,0.4285714285714286,0.1193967852944082,0.419592505943461,0.0,1,0,0,0,0,1,1,0,0,0
0.9706513958482464,0.9398474459235808,48181,80,0.2857142857142857,0.7398950061479672,0.081898738236255,0.0,1,0,0,1,0,0,0,0,1,0
0.4516821760916248,0.966616646781938,4151,80,0.5714285714285714,0.2609613625034166,0.9301590175330078,0.0,1,0,0,1,0,0,0,0,0,0
0.2748747315676449,0.1426223018725848,7068,443,0.6428571428571429,0.3569475729579636,0.7538823498939662,0.0,0,0,1,0,0,1,0,0,1,0
0.3120973514674302,0.1359345237634145,17182,80,1.0,0.400534913075429,0.8798354717428809,0.0,1,0,1,0,0,1,0,1,0,0
0.3321403006442376,0.7377405877850597,30522,443,0.1428571428571429,0.8389404174334318,0.9263231894064098,1.0,1,0,0,0,0,0,0,1,0,1
0.7895490336435218,0.715371255451392,58164,443,0.6428571428571429,0.5151387969845498,0.0569537260445818,0.0,0,0,0,0,0,0,0,1,0,0
0.8604151753758053,0.7013562618876237,51625,53,0.9285714285714284,0.2710743272101137,0.8676239565397424,0.0,1,0,0,0,0,1,0,0,1,0
0.7079455977093773,0.1148455549120585,18845,80,0.4285714285714286,0.7759119961092775,0.4064198128692343,0.0,0,1,0,0,0,0,0,0,0,0
0.1302791696492483,0.5643930127722584,50612,80,0.7142857142857143,0.1008818509593618,0.877328103086889,0.0,0,1,0,1,1,0,0,1,0,0
0.9012168933428776,0.074960604095928,41943,80,0.8571428571428571,0.3464704385416333,0.0528820450149118,0.0,0,1,1,0,0,1,0,0,1,0
0.9076592698639944,0.6933034504676356,1383,53,0.3571428571428571,0.2623307793515659,0.912313866524628,0.0,0,0,0,1,0,0,0,0,1,0
0.760200429491768,0.7784548823092146,60793,443,0.7142857142857143,0.2319104284078736,0.7333555918537942,0.0,0,0,0,0,0,1,0,0,1,0
0.8310665712240515,0.6074384920584285,13392,80,0.3571428571428571,0.7699547038688221,0.5969831370423709,0.0,0,0,1,0,0,1,1,0,0,0
0.1610594130279169,0.2986697543253354,5866,80,0.0714285714285714,0.2827428808704679,0.5406899172915589,0.0,1,0,1,0,0,1,0,1,0,0
0.6084466714387974,0.4063698910713277,9611,443,0.5,0.7819567128849236,0.8766822773406704,0.0,1,0,0,1,0,0,0,0,0,0
0.8274874731567645,0.6600829987389225,57138,443,0.1428571428571429,0.1730686010704962,0.3392626549882525,0.0,0,0,0,0,0,0,0,0,0,0
0.1324266284896206,0.3220657967497717,34253,53,0.1428571428571429,0.1174501195581889,0.1484704633493896,0.0,0,1,0,0,0,1,1,0,0,0
0.0064423765211166,0.9585852957985752,63862,80,0.9285714285714284,0.342039593975187,0.3629738929913294,0.0,1,0,1,0,0,1,0,0,1,0
0.6027201145311382,0.379020837277812,33932,443,0.3571428571428571,0.3984202553643365,0.9923933206197249,1.0,0,1,0,0,0,0,0,1,0,1
0.4101646385110952,0.5030820350759199,11780,80,0.9285714285714284,0.8214251624786622,0.92534050918214,0.0,0,1,0,0,1,0,0,0,0,0
0.8654259126700071,0.7543034204251973,1168,53,0.0,0.5246065445904149,0.9208105042417856,1.0,1,0,0,0,0,0,0,1,0,1
0.7315676449534717,0.2058344162765566,33486,80,0.7857142857142857,0.4881939101389267,0.5809008701112827,0.0,0,0,0,0,1,0,1,0,0,0
0.8296349319971367,0.7973803513631886,47921,53,0.1428571428571429,0.0574339805176116,0.4212102695101198,0.0,0,1,0,0,0,1,1,0,0,0
0.2569792412312097,0.776956849923068,56362,80,1.0,0.5345135020553222,0.7350917575244281,0.0,1,0,0,1,0,1,1,0,0,0
0.6700071581961345,0.2428277726668285,31596,53,0.0714285714285714,0.1852248783530479,0.3889910252862547,1.0,1,0,0,1,0,0,0,0,1,1
0.7931281317108089,0.1710042559744183,8927,80,0.1428571428571429,0.5139030022104656,0.4513615331333955,0.0,0,0,0,1,0,1,1,0,0,0
0.3672154617036507,0.9679678724338644,14728,443,0.4285714285714286,0.0800939115824519,0.2658907883782125,0.0,1,0,1,0,0,0,0,0,0,0
0.0629921259842519,0.1078340922369796,15714,53,0.5714285714285714,0.5272646253611946,0.9797020694921666,0.0,0,0,0,0,1,0,1,0,0,0
0.8711524695776665,0.6449141268887658,35882,53,0.0714285714285714,0.0025761782113473,0.6291587244537928,0.0,0,0,1,0,1,0,0,0,0,0
0.7780959198282033,0.3577668446340047,46468,53,0.6428571428571429,0.8016698650738769,0.986792701279558,0.0,1,0,1,0,1,0,0,1,0,0
0.9183965640658552,0.5655549224187694,33059,80,0.2142857142857143,0.6872037763354237,0.9199303090173256,0.0,0,0,1,0,1,0,0,1,0,0
0.443092340730136,0.8109438448703733,3592,443,0.5714285714285714,0.6841200075967162,0.4517390761225758,0.0,0,0,0,0,0,1,0,1,0,0
0.854688618468146,0.0627338406753835,6194,80,0.4285714285714286,0.3623251399693377,0.8307262482427213,0.0,1,0,0,1,0,0,0,1,0,0
0.8969219756621332,0.6420920594416812,43130,80,0.0,0.1595974884444126,0.3470391307964255,0.0,0,0,0,1,0,0,0,0,1,0
0.01932712956335,0.0940095542473694,36624,80,0.5,0.0855249488187919,0.5443241857902124,0.0,1,0,0,1,0,1,0,0,1,0
0.9083750894774516,0.6567042549075051,28704,53,0.6428571428571429,0.521966250897048,0.8797406721509483,0.0,1,0,1,0,0,0,1,0,0,0
0.4523979957050823,0.9431730317214152,28389,53,0.2857142857142857,0.0045337002001843,0.5874196181125574,0.0,0,1,0,0,1,0,0,0,0,0
0.4423765211166786,0.0888847518459152,14895,80,0.0,0.7175966524562698,0.284937622184775,0.0,0,1,0,1,0,1,0,1,0,0
0.3242662848962061,0.8576073411658742,45029,443,0.6428571428571429,0.8978812232927877,0.1917759622099246,0.0,0,0,0,1,0,1,0,0,0,0
0.0787401574803149,0.0017712189014971,59363,53,0.1428571428571429,0.462777667985172,0.8469316475977618,0.0,0,0,0,1,0,0,0,0,0,0
0.6750178954903364,0.2493276679535627,48428,53,0.0714285714285714,0.9163012240684604,0.6125921544081043,0.0,0,0,0,1,1,0,0,0,0,0
0.9885468861846812,0.0506573491357867,39380,53,0.7857142857142857,0.2766044869546462,0.3334848385606364,0.0,1,0,0,0,1,0,1,0,0,0
0.6685755189692197,0.7746664417868847,15245,80,0.9285714285714284,0.0990203211461819,0.5231414146505919,0.0,1,0,0,1,0,0,1,0,0,0
0.117394416607015,0.8147542909821821,8309,443,0.3571428571428571,0.6044658410724395,0.0599422929331626,0.0,0,1,1,0,0,0,0,0,1,0
0.0694345025053686,0.0980619979450291,56660,443,0.0,0.3752993648522249,0.3934131741563706,0.0,0,1,1,0,0,0,1,0,0,0
0.3528990694345024,0.8854782200960853,41359,53,0.8571428571428571,0.4592168907698433,0.0542383926556442,0.0,0,1,0,0,0,0,1,0,0,0
0.3758052970651395,0.3302536375187083,7852,53,0.6428571428571429,0.388185290789063,0.995832082874886,0.0,1,0,1,0,0,1,0,0,1,0
0.5075161059413028,0.3207975991188846,61154,443,0.0714285714285714,0.1670798016205177,0.3136225070050339,0.0,0,0,1,0,1,0,0,1,0,0
